"vehicle","colour","passing.distance","street","time","helmet","kerb","city"
"LGV or minibus","silver or grey",1.025,"urban street","Middle","Yes",0.75,"Bristol"
"HGV","red",1.904,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",1.495,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.459,"urban street","Middle","Yes",0.75,"Bristol"
"PTW","white",1.189,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","white",1.524,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.853,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",0.809,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.06,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.5,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.427,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.725,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.413,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.296,"main road","Middle","Yes",1.25,"Salisbury"
"SUV or pickup","green",1.037,"main road","Middle","Yes",1.25,"Salisbury"
"SUV or pickup","blue",0.999,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.359,"main road","Middle","Yes",1.25,"Salisbury"
"SUV or pickup","green",1.073,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.14,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.222,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.64,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.68,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.268,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.848,"main road","Middle","Yes",1.25,"Salisbury"
"SUV or pickup","blue",1.472,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.583,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.36,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","blue",1.255,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.492,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","blue",1.396,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",0.993,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.106,"main road","Middle","Yes",1.25,"Salisbury"
"SUV or pickup","blue",1.744,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","blue",1.16,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","green",2.003,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.345,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.287,"main road","Middle","Yes",1.25,"Salisbury"
"bus","red",1.528,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","white",1.736,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","white",0.822,"main road","Middle","Yes",1.25,"Salisbury"
"bus","white",1.036,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.163,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.81,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.531,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.395,"main road","Middle","Yes",1.25,"Salisbury"
"taxi","silver or grey",0.89,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",2.004,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.247,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",2,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.317,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.331,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.123,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",0.824,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.377,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.224,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.217,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.372,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.105,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.088,"main road","Middle","Yes",1.25,"Salisbury"
"SUV or pickup","silver or grey",2.245,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","silver or grey",1.313,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.467,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.702,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.574,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.377,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","blue",2.42,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.495,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",0.836,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",2.03,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.806,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.136,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","other",0.875,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.421,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.11,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","white",1.349,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.553,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.303,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.662,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.378,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.397,"main road","Middle","Yes",1.25,"Salisbury"
"taxi","white",1.167,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.982,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.739,"main road","Middle","Yes",1.25,"Salisbury"
"taxi","white",0.913,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.002,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.176,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.101,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","black",1.382,"residential street","Middle","Yes",1.25,"Salisbury"
"bus","red",1.154,"residential street","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.458,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.445,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.374,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.135,"main road","Middle","Yes",1.25,"Salisbury"
"taxi","silver or grey",1.302,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","white",1.392,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",1.48,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",0.979,"main road","Middle","Yes",1.25,"Salisbury"
"LGV or minibus","other",1.354,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.26,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","red",1.172,"main road","Middle","Yes",1.25,"Salisbury"
"HGV","white",0.814,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","blue",0.9,"main road","Middle","Yes",1.25,"Salisbury"
"ordinary car","green",1.031,"main road","Middle","Yes",1.25,"Salisbury"
